1,1
1,2
1,4
1,5
1,6
2,1
2,2
2,6
3,1
3,2
3,6
4,1
4,2
4,6
5,1
5,2
5,6
6,1
6,2
6,6
7,1
7,2
7,6
8,1
8,2
8,6
9,1
9,2
9,6
10,1
10,2
10,6
11,1
11,2
11,6
12,1
12,2
12,6
13,1
13,2
13,6
14,1
14,2
14,6
15,1
15,2
15,6
16,1
16,2
16,6
17,1
17,2
17,6
18,1
18,2
18,6
19,1
19,2
19,6
20,1
20,2
20,3
20,6
21,5
21,6
40,1
40,2
40,3
40,4
41,1
41,4
41,5
41,6
60,2
60,3
61,5
61,6
80,1
80,2
80,3
80,4
81,1
81,4
81,5
81,6
100,2
100,3
101,5
101,6
120,1
120,2
120,3
120,4
121,1
121,4
121,5
121,6
140,2
140,3
141,5
141,6
160,1
160,2
160,3
160,4
161,1
161,4
161,5
161,6
180,2
180,3
181,5
181,6
200,1
200,2
200,3
200,4
201,1
201,4
201,5
201,6
220,2
220,3
221,5
221,6
240,1
240,2
240,3
240,4
241,1
241,4
241,5
241,6
260,2
260,3
261,5
261,6
280,1
280,2
280,3
280,4
281,1
281,4
281,5
281,6
300,2
300,3
301,5
301,6
320,1
320,2
320,3
320,4
321,1
321,4
321,5
321,6
340,2
340,3
341,5
341,6
360,1
360,2
360,3
360,4
361,1
361,4
361,5
361,6
380,2
380,3
381,3
381,4
381,5
381,6
382,3
382,4
382,5
383,3
383,4
383,5
384,3
384,4
384,5
385,3
385,4
385,5
386,3
386,4
386,5
387,3
387,4
387,5
388,3
388,4
388,5
389,3
389,4
389,5
390,3
390,4
390,5
391,3
391,4
391,5
392,3
392,4
392,5
393,3
393,4
393,5
394,3
394,4
394,5
395,3
395,4
395,5
396,3
396,4
396,5
397,3
397,4
397,5
398,3
398,4
398,5
399,3
399,4
399,5
400,1
400,2
400,3
400,4
400,5
